order_id,carrier,tracking_number,shipped_date,estimated_delivery,current_status,last_location
ORD102443,UPS,US5325119478,2026-04-02,2026-04-10,Delivered,"Boston, MA"
ORD102444,DHL,US5788132323,2025-12-07,2025-12-13,Delivered,"Boston, MA"
ORD102445,USPS,US2951109303,2026-04-03,2026-04-07,Delivered,"Raleigh, NC"
ORD102447,UPS,DH2871350350,2026-01-08,2026-01-13,Delivered,"Denver, CO"
ORD102448,USPS,FE9656360037,2025-11-29,2025-12-06,Delivered,"Seattle, WA"
ORD102450,UPS,FE3703061163,2025-12-13,2025-12-22,Delivered,"Nashville, TN"
ORD102451,FedEx,UP7265006905,2026-07-01,2026-07-03,Delivered,"Raleigh, NC"
ORD102452,USPS,DH9348673356,2026-03-16,2026-03-25,Delayed - carrier exception,"Atlanta, GA"
ORD102453,FedEx,DH8511253082,2025-08-01,2025-08-09,Delivered,"Atlanta, GA"
ORD102454,DHL,UP3253479590,2026-05-18,2026-05-25,Delivered,"Miami, FL"
ORD102455,FedEx,FE9619685200,2026-05-10,2026-05-12,In Transit,"Raleigh, NC"
ORD102457,UPS,DH8076122544,2025-08-28,2025-09-01,Delivered,"Seattle, WA"
ORD102458,UPS,DH4151880056,2025-12-16,2025-12-18,Returned to Sender,"Nashville, TN"
ORD102459,DHL,UP7616863418,2026-07-22,2026-07-26,Delivered,"San Diego, CA"
ORD102460,USPS,US5150497172,2026-06-11,2026-06-16,In Transit,"Phoenix, AZ"
ORD102462,DHL,FE7913700163,2026-07-07,2026-07-11,Delivered,"Columbus, OH"
ORD102463,USPS,US9895019201,2026-05-18,2026-05-21,Delivered,"Atlanta, GA"
ORD102464,USPS,FE4614933836,2026-03-31,2026-04-06,Delivered,"Columbus, OH"
ORD102465,UPS,FE4557233798,2026-03-03,2026-03-12,Delivered,"Raleigh, NC"
ORD102466,USPS,DH5848363757,2025-08-12,2025-08-17,In Transit,"Minneapolis, MN"
ORD102467,FedEx,US3414312562,2026-07-25,2026-07-27,Delivered,"Austin, TX"
ORD102468,FedEx,DH5891883703,2026-02-10,2026-02-17,Out for Delivery,"Denver, CO"
ORD102469,USPS,DH2659312571,2026-03-06,2026-03-15,Out for Delivery,"Portland, OR"
ORD102470,FedEx,FE9748648904,2026-07-19,2026-07-21,Delivered,"Columbus, OH"
ORD102471,USPS,UP9785613691,2025-12-05,2025-12-07,In Transit,"Nashville, TN"
ORD102473,USPS,DH2546573759,2026-03-11,2026-03-19,Delivered,"Miami, FL"
ORD102474,DHL,FE1962777412,2026-02-13,2026-02-19,In Transit,"Nashville, TN"
ORD102475,USPS,UP7807373799,2026-01-22,2026-01-28,Delivered,"Portland, OR"
ORD102478,USPS,US2200052256,2026-01-18,2026-01-27,Delivered,"Nashville, TN"
ORD102479,FedEx,FE3232534016,2025-09-22,2025-10-01,In Transit,"San Diego, CA"
ORD102480,USPS,UP2883297223,2026-03-16,2026-03-18,Delivered,"Nashville, TN"
ORD102481,DHL,DH3500972252,2026-07-16,2026-07-22,Delivered,"Minneapolis, MN"
ORD102482,USPS,FE7612818913,2025-09-11,2025-09-17,Out for Delivery,"San Diego, CA"
ORD102484,DHL,US1266789508,2025-08-18,2025-08-25,Delivered,"Phoenix, AZ"
ORD102486,UPS,US2318766528,2026-04-21,2026-04-24,In Transit,"Minneapolis, MN"
ORD102487,UPS,US6787592309,2025-12-13,2025-12-15,Delivered,"San Diego, CA"
ORD102488,DHL,UP5869623906,2025-09-23,2025-09-27,Delivered,"Miami, FL"
ORD102489,FedEx,DH2665889601,2025-11-13,2025-11-15,Delivered,"Boston, MA"
ORD102490,USPS,DH2192850359,2025-11-15,2025-11-20,Delivered,"Chicago, IL"
ORD102491,UPS,US5704360830,2026-05-30,2026-06-05,Delivered,"Raleigh, NC"
ORD102492,USPS,UP2668422897,2026-07-10,2026-07-16,Delivered,"Miami, FL"
ORD102493,UPS,FE8575649465,2025-10-13,2025-10-20,Delivered,"Minneapolis, MN"
ORD102495,UPS,UP6731499278,2026-06-21,2026-06-29,In Transit,"Miami, FL"
ORD102496,UPS,DH8688882841,2025-12-02,2025-12-08,In Transit,"Salt Lake City, UT"
ORD102497,DHL,FE2240989664,2025-08-22,2025-08-30,Delivered,"Raleigh, NC"
ORD102498,USPS,FE8067479355,2026-02-07,2026-02-15,Delivered,"Phoenix, AZ"
ORD102499,DHL,UP3964388640,2026-02-19,2026-02-21,Delivered,"Austin, TX"
ORD102500,USPS,UP4579250082,2025-08-21,2025-08-24,Delivered,"Nashville, TN"
ORD102501,FedEx,UP8026633317,2026-05-08,2026-05-11,Delivered,"Atlanta, GA"
ORD102502,UPS,FE1064750448,2025-10-08,2025-10-13,Delivered,"San Diego, CA"
ORD102503,FedEx,DH3435995830,2026-03-18,2026-03-23,Out for Delivery,"Phoenix, AZ"
ORD102504,UPS,US6475209021,2026-01-18,2026-01-27,Delivered,"Boston, MA"
ORD102506,FedEx,DH4993847403,2025-11-20,2025-11-29,In Transit,"Austin, TX"
ORD102508,UPS,US3158007539,2025-10-14,2025-10-19,Delivered,"Miami, FL"
ORD102509,USPS,UP4100410478,2025-10-26,2025-10-29,Delayed - carrier exception,"Chicago, IL"
ORD102511,USPS,DH9702818222,2025-08-21,2025-08-25,Delivered,"Atlanta, GA"
ORD102512,DHL,US5780027794,2026-05-17,2026-05-22,Delivered,"Chicago, IL"
ORD102513,UPS,FE8492919885,2026-05-10,2026-05-12,Delivered,"Phoenix, AZ"
ORD102515,USPS,US7255107858,2026-07-25,2026-08-02,In Transit,"Columbus, OH"
ORD102516,USPS,FE8606848744,2026-01-27,2026-02-04,In Transit,"Nashville, TN"
ORD102517,USPS,FE4418715456,2025-10-12,2025-10-19,Delivered,"Minneapolis, MN"
ORD102518,DHL,DH9801909703,2026-02-04,2026-02-12,Out for Delivery,"Raleigh, NC"
ORD102519,USPS,UP1669511241,2026-01-01,2026-01-07,Delivered,"Nashville, TN"
ORD102520,UPS,DH5600750696,2025-11-24,2025-11-26,Delivered,"San Diego, CA"
ORD102521,UPS,FE2568334904,2026-08-01,2026-08-09,In Transit,"Miami, FL"
ORD102523,USPS,UP7469349958,2025-12-24,2026-01-01,Delivered,"Atlanta, GA"
ORD102524,FedEx,FE5875676716,2025-11-27,2025-11-30,In Transit,"San Diego, CA"
ORD102525,FedEx,FE6495262715,2026-04-25,2026-05-04,Returned to Sender,"Atlanta, GA"
ORD102526,USPS,UP9659840674,2025-08-28,2025-09-01,Out for Delivery,"Austin, TX"
ORD102527,FedEx,US1040084282,2025-08-30,2025-09-04,Out for Delivery,"Denver, CO"
ORD102528,USPS,FE2147931593,2026-04-24,2026-05-02,Delivered,"Portland, OR"
ORD102529,USPS,UP7613747328,2026-01-23,2026-01-27,Returned to Sender,"Denver, CO"
ORD102531,USPS,DH6659035902,2025-11-15,2025-11-22,Delivered,"Austin, TX"
ORD102533,FedEx,DH9738035271,2025-10-14,2025-10-18,In Transit,"Atlanta, GA"
ORD102534,UPS,FE8891278070,2026-06-01,2026-06-03,Delivered,"Salt Lake City, UT"
ORD102535,UPS,DH5625138799,2026-05-31,2026-06-04,Delivered,"Raleigh, NC"
ORD102536,FedEx,UP7035179766,2026-06-16,2026-06-23,In Transit,"Nashville, TN"
ORD102537,FedEx,FE2435698875,2026-04-03,2026-04-06,Delayed - carrier exception,"Salt Lake City, UT"
ORD102538,DHL,UP8143482843,2026-05-17,2026-05-26,Delivered,"Portland, OR"
ORD102539,UPS,US9947466819,2025-09-04,2025-09-06,Out for Delivery,"Miami, FL"
ORD102540,UPS,DH2655042314,2025-11-20,2025-11-24,Delivered,"Raleigh, NC"
ORD102541,FedEx,UP2723017998,2026-06-27,2026-07-04,Delayed - carrier exception,"San Diego, CA"
ORD102542,DHL,DH9152644892,2026-03-04,2026-03-08,In Transit,"Raleigh, NC"
ORD102544,FedEx,FE4957632064,2025-08-23,2025-08-30,Delivered,"Austin, TX"
ORD102545,USPS,DH9281241072,2026-05-09,2026-05-11,Delivered,"Phoenix, AZ"
ORD102546,FedEx,UP5160422169,2026-05-27,2026-05-29,Delivered,"Phoenix, AZ"
ORD102548,DHL,US7348979963,2025-11-15,2025-11-18,In Transit,"Portland, OR"
ORD102550,DHL,DH7138999398,2025-10-08,2025-10-10,Delivered,"Chicago, IL"
ORD102551,FedEx,UP5538582598,2026-03-30,2026-04-01,Delivered,"Miami, FL"
ORD102552,UPS,FE3159415283,2025-08-13,2025-08-18,Delayed - carrier exception,"Raleigh, NC"
ORD102553,DHL,DH9952290751,2025-09-20,2025-09-27,Delivered,"Denver, CO"
ORD102554,DHL,FE3778225208,2026-02-20,2026-02-26,Delivered,"San Diego, CA"
ORD102555,DHL,FE8085364547,2026-03-28,2026-03-30,Delivered,"Seattle, WA"
ORD102556,USPS,UP4649909139,2026-01-31,2026-02-08,In Transit,"Salt Lake City, UT"
ORD102557,DHL,DH8039447736,2025-12-20,2025-12-26,Delivered,"Miami, FL"
ORD102558,USPS,UP6609056766,2025-11-24,2025-12-01,In Transit,"Portland, OR"
ORD102559,USPS,UP8053541382,2025-09-22,2025-09-24,Delivered,"Seattle, WA"
ORD102560,UPS,FE7126765607,2026-01-22,2026-01-29,Delivered,"Denver, CO"
ORD102562,USPS,US4936557121,2026-07-29,2026-08-03,Delivered,"Miami, FL"
ORD102563,DHL,FE3247020013,2025-12-28,2026-01-03,Delivered,"Boston, MA"
ORD102564,UPS,FE5018211653,2026-06-07,2026-06-12,In Transit,"Seattle, WA"
ORD102565,UPS,UP2368929708,2026-03-26,2026-04-02,Delivered,"Austin, TX"
ORD102566,DHL,US2503488281,2025-10-16,2025-10-19,In Transit,"Atlanta, GA"
ORD102567,FedEx,DH7478365951,2026-01-05,2026-01-07,Delayed - carrier exception,"Raleigh, NC"
ORD102568,DHL,FE3801651442,2026-01-18,2026-01-27,Delivered,"Minneapolis, MN"
ORD102569,USPS,FE8863977910,2025-11-15,2025-11-21,Delivered,"Denver, CO"
ORD102570,USPS,UP7084145353,2026-06-13,2026-06-17,In Transit,"San Diego, CA"
ORD102572,DHL,US4116849700,2026-02-15,2026-02-18,Delivered,"Columbus, OH"
ORD102574,USPS,DH4272364434,2026-07-01,2026-07-05,Delivered,"Chicago, IL"
ORD102575,DHL,US8162405893,2025-11-07,2025-11-14,In Transit,"Minneapolis, MN"
ORD102576,USPS,UP7893664814,2025-10-30,2025-11-04,Out for Delivery,"Minneapolis, MN"
ORD102577,FedEx,US6411515288,2026-01-17,2026-01-23,Delivered,"Portland, OR"
ORD102579,USPS,UP8637481827,2025-08-31,2025-09-09,In Transit,"Denver, CO"
ORD102580,USPS,FE7550503261,2026-05-26,2026-05-28,Delivered,"Seattle, WA"
ORD102582,DHL,FE2746490210,2026-04-07,2026-04-16,Delivered,"Chicago, IL"
ORD102583,DHL,UP5565792940,2025-10-19,2025-10-24,Delivered,"San Diego, CA"
ORD102584,DHL,DH2689153459,2025-11-20,2025-11-28,Delivered,"Columbus, OH"
ORD102585,USPS,DH7114349054,2026-04-16,2026-04-20,In Transit,"Seattle, WA"
ORD102586,UPS,US1741026891,2026-03-23,2026-03-30,In Transit,"Portland, OR"
ORD102587,USPS,US2157004351,2026-06-01,2026-06-10,Delivered,"Chicago, IL"
ORD102588,FedEx,DH4534054763,2025-09-18,2025-09-27,Delayed - carrier exception,"Denver, CO"
ORD102589,UPS,UP2271255209,2026-07-01,2026-07-08,Delivered,"Chicago, IL"
ORD102590,FedEx,US7223423289,2025-11-23,2025-12-02,Returned to Sender,"Phoenix, AZ"
ORD102591,USPS,UP6711237760,2026-07-25,2026-07-28,In Transit,"Salt Lake City, UT"
ORD102592,USPS,US8384578713,2025-11-06,2025-11-14,Delivered,"Raleigh, NC"
ORD102594,USPS,UP4709908140,2026-05-17,2026-05-21,Delayed - carrier exception,"Nashville, TN"
ORD102595,UPS,DH1509669866,2026-06-11,2026-06-15,Delivered,"Austin, TX"
ORD102596,FedEx,US7965056828,2025-11-18,2025-11-21,In Transit,"Phoenix, AZ"
ORD102599,USPS,DH2125238480,2025-12-17,2025-12-19,Delivered,"Salt Lake City, UT"
ORD102600,FedEx,DH5160703558,2025-09-26,2025-09-30,In Transit,"Columbus, OH"
ORD102601,UPS,FE8845566273,2026-06-16,2026-06-24,Delivered,"Phoenix, AZ"
ORD102604,USPS,DH1891523421,2026-03-02,2026-03-07,Delivered,"Raleigh, NC"
ORD102605,UPS,UP3317137303,2026-05-27,2026-05-29,Delivered,"Phoenix, AZ"
ORD102606,FedEx,DH1903311021,2026-06-02,2026-06-09,Delivered,"Phoenix, AZ"
ORD102607,FedEx,DH7014574582,2026-01-17,2026-01-19,Delivered,"Chicago, IL"
ORD102608,UPS,US1060172625,2026-06-17,2026-06-19,Delayed - carrier exception,"Atlanta, GA"
ORD102609,DHL,FE6215609218,2026-07-14,2026-07-16,Delivered,"Chicago, IL"
ORD102611,UPS,US5187827637,2026-01-04,2026-01-07,Delivered,"Minneapolis, MN"
ORD102613,FedEx,UP3929247583,2026-07-31,2026-08-07,Delivered,"Atlanta, GA"
ORD102614,UPS,DH5922495802,2025-09-23,2025-09-30,Out for Delivery,"Salt Lake City, UT"
ORD102615,FedEx,FE3629175958,2025-09-11,2025-09-20,Out for Delivery,"Austin, TX"
ORD102616,USPS,UP5971639988,2026-01-17,2026-01-20,Delivered,"Denver, CO"
ORD102617,DHL,DH7715512021,2026-06-02,2026-06-06,Returned to Sender,"Denver, CO"
ORD102618,DHL,DH9533876576,2026-07-25,2026-07-28,Delivered,"Boston, MA"
ORD102619,USPS,US1729569722,2025-12-03,2025-12-09,Delivered,"Chicago, IL"
ORD102620,USPS,FE2161045211,2026-04-08,2026-04-10,Returned to Sender,"Phoenix, AZ"
ORD102621,FedEx,DH6089643526,2026-03-12,2026-03-16,Delivered,"Denver, CO"
ORD102622,USPS,US7116788109,2025-10-01,2025-10-07,Delivered,"Columbus, OH"
ORD102623,DHL,UP9846432027,2025-10-10,2025-10-16,Delivered,"Minneapolis, MN"
ORD102625,USPS,US9003066139,2025-12-12,2025-12-17,Delayed - carrier exception,"Denver, CO"
ORD102626,FedEx,FE1905953816,2025-11-24,2025-11-26,Delivered,"Austin, TX"
ORD102627,USPS,US3650709794,2026-01-06,2026-01-08,Delivered,"Nashville, TN"
ORD102628,DHL,DH3988572729,2026-04-01,2026-04-10,Delivered,"Boston, MA"
ORD102629,DHL,US6928395362,2026-05-29,2026-06-07,Delivered,"San Diego, CA"
ORD102630,FedEx,US7438596807,2026-07-27,2026-08-05,Delivered,"Denver, CO"
ORD102631,UPS,US4113748758,2026-01-29,2026-02-04,Delivered,"Seattle, WA"
ORD102634,FedEx,FE5800502068,2026-03-01,2026-03-08,In Transit,"Salt Lake City, UT"
ORD102636,USPS,DH4653625265,2026-02-06,2026-02-12,Delivered,"Phoenix, AZ"
ORD102637,DHL,FE8924256519,2025-12-23,2025-12-25,Delivered,"Phoenix, AZ"
ORD102639,FedEx,US8541030049,2025-10-27,2025-11-04,In Transit,"Boston, MA"
ORD102640,DHL,UP7207948161,2025-09-28,2025-10-07,Delivered,"San Diego, CA"
ORD102641,DHL,US8967002108,2026-03-12,2026-03-19,Delayed - carrier exception,"Boston, MA"
ORD102642,DHL,FE8043315310,2026-01-19,2026-01-21,Out for Delivery,"San Diego, CA"
ORD102643,UPS,US6935203854,2025-08-15,2025-08-19,Delivered,"Denver, CO"
ORD102644,USPS,DH2377469224,2025-08-27,2025-09-05,Delivered,"Atlanta, GA"
ORD102646,UPS,DH2462244147,2025-08-27,2025-08-29,Delivered,"Portland, OR"
ORD102647,USPS,FE9825924387,2025-12-20,2025-12-29,In Transit,"Seattle, WA"
ORD102650,FedEx,FE3909448505,2026-01-19,2026-01-22,Delivered,"Denver, CO"
ORD102651,FedEx,US7297487119,2026-02-08,2026-02-13,Delivered,"Seattle, WA"
ORD102652,USPS,UP1765093007,2026-03-31,2026-04-05,Delivered,"Denver, CO"
ORD102653,USPS,UP8446925137,2025-08-24,2025-08-30,Delivered,"Columbus, OH"
ORD102654,DHL,UP3215909702,2025-10-25,2025-11-03,Delivered,"Raleigh, NC"
ORD102655,UPS,US1706087750,2025-11-13,2025-11-18,Out for Delivery,"Miami, FL"
ORD102657,FedEx,UP2795815070,2025-11-04,2025-11-06,Delivered,"Atlanta, GA"
ORD102658,UPS,FE2635848555,2026-02-03,2026-02-12,Delivered,"Austin, TX"
ORD102659,USPS,FE8714635598,2026-01-07,2026-01-14,Delivered,"Atlanta, GA"
ORD102661,USPS,US8767425244,2026-01-12,2026-01-20,Returned to Sender,"Raleigh, NC"
ORD102663,DHL,UP3498468076,2026-04-06,2026-04-10,Delivered,"Raleigh, NC"
ORD102664,DHL,DH5667078084,2025-10-12,2025-10-21,In Transit,"Phoenix, AZ"
ORD102665,FedEx,DH1928951203,2026-04-05,2026-04-13,Delayed - carrier exception,"Boston, MA"
ORD102666,UPS,DH7037918323,2025-08-26,2025-08-29,In Transit,"Phoenix, AZ"
ORD102667,UPS,DH5362641005,2026-05-05,2026-05-12,Delivered,"Austin, TX"
ORD102669,UPS,UP8238044752,2025-10-13,2025-10-18,Delayed - carrier exception,"Columbus, OH"
ORD102670,UPS,UP9331757656,2026-06-15,2026-06-19,Delivered,"Columbus, OH"
ORD102671,USPS,FE8160036896,2025-11-19,2025-11-22,Out for Delivery,"Minneapolis, MN"
ORD102672,UPS,UP6055155293,2025-08-14,2025-08-16,In Transit,"Columbus, OH"
ORD102673,DHL,UP4424204354,2026-01-02,2026-01-06,Delivered,"Boston, MA"
ORD102674,USPS,FE4337807148,2026-07-28,2026-08-02,Delivered,"Seattle, WA"
ORD102675,FedEx,DH5589156403,2026-05-24,2026-05-31,Returned to Sender,"Denver, CO"
ORD102676,USPS,DH7764410417,2025-10-28,2025-10-30,Delivered,"San Diego, CA"
ORD102677,UPS,UP4048664376,2026-04-04,2026-04-06,Delivered,"Portland, OR"
ORD102678,USPS,US3493063859,2026-01-17,2026-01-25,Returned to Sender,"Raleigh, NC"
ORD102679,FedEx,US6302122174,2026-02-28,2026-03-07,Delivered,"Raleigh, NC"
ORD102680,UPS,FE7431504706,2025-12-16,2025-12-20,Delivered,"Boston, MA"
ORD102681,FedEx,FE4937455286,2026-07-28,2026-08-06,Delivered,"Chicago, IL"
ORD102682,USPS,FE1883858284,2025-09-23,2025-09-28,Out for Delivery,"San Diego, CA"
ORD102683,UPS,US5278760107,2025-08-13,2025-08-21,Delivered,"San Diego, CA"
ORD102685,USPS,FE3894991108,2026-07-27,2026-07-31,Delivered,"Phoenix, AZ"
ORD102687,UPS,US9338382275,2026-04-19,2026-04-27,Out for Delivery,"San Diego, CA"
ORD102688,USPS,DH5646014980,2025-09-23,2025-10-01,Returned to Sender,"Portland, OR"
ORD102689,DHL,FE5840658754,2025-08-06,2025-08-11,Delivered,"Boston, MA"
ORD102691,FedEx,US9972499726,2026-04-28,2026-05-02,Returned to Sender,"Nashville, TN"
ORD102693,USPS,US5813294457,2026-01-07,2026-01-11,Returned to Sender,"Raleigh, NC"
ORD102694,UPS,DH6921199404,2025-07-31,2025-08-06,Delivered,"Austin, TX"
ORD102695,FedEx,US2684989019,2026-03-13,2026-03-20,Delivered,"Salt Lake City, UT"
ORD102696,UPS,UP9554351588,2025-08-28,2025-09-02,Delivered,"Denver, CO"
ORD102697,DHL,DH2757901716,2026-01-06,2026-01-09,Out for Delivery,"Nashville, TN"
ORD102699,FedEx,DH8030522773,2026-04-06,2026-04-15,In Transit,"Minneapolis, MN"
ORD102700,DHL,UP9852525027,2026-01-24,2026-01-30,In Transit,"Miami, FL"
ORD102701,UPS,US4918610983,2026-07-26,2026-08-04,Out for Delivery,"Columbus, OH"
ORD102702,DHL,UP6844286394,2026-05-16,2026-05-24,Delivered,"Portland, OR"
ORD102704,FedEx,FE8110707860,2025-11-27,2025-12-04,In Transit,"Denver, CO"
ORD102705,FedEx,DH9804132658,2026-06-14,2026-06-20,Delivered,"Denver, CO"
ORD102706,UPS,US1192253086,2025-10-10,2025-10-12,Delivered,"Austin, TX"
ORD102707,USPS,UP6328498985,2026-01-04,2026-01-11,In Transit,"Phoenix, AZ"
ORD102708,USPS,US2641432015,2026-06-13,2026-06-21,Delivered,"Salt Lake City, UT"
ORD102709,USPS,UP4401541092,2025-12-03,2025-12-08,Delivered,"San Diego, CA"
ORD102711,USPS,FE9440430148,2025-12-10,2025-12-15,Delivered,"Nashville, TN"
ORD102712,DHL,FE9094163475,2026-06-18,2026-06-22,Delayed - carrier exception,"Denver, CO"
ORD102713,UPS,DH8215220203,2025-10-23,2025-10-28,In Transit,"Salt Lake City, UT"
ORD102714,FedEx,UP6792534823,2026-07-11,2026-07-14,Delivered,"Salt Lake City, UT"
ORD102715,USPS,FE3849977982,2026-07-23,2026-07-31,In Transit,"Seattle, WA"
ORD102716,FedEx,UP3058395163,2025-12-14,2025-12-16,Delivered,"Columbus, OH"
ORD102717,DHL,UP1945661083,2026-06-11,2026-06-13,In Transit,"Boston, MA"
ORD102718,UPS,US7770939851,2026-03-17,2026-03-19,Returned to Sender,"Nashville, TN"
ORD102719,FedEx,FE6626845557,2026-05-23,2026-05-27,Delivered,"Austin, TX"
ORD102720,DHL,FE5181192633,2026-01-06,2026-01-09,Delivered,"Minneapolis, MN"
ORD102721,UPS,FE5230175784,2025-09-22,2025-09-28,In Transit,"San Diego, CA"
ORD102722,UPS,DH8870998854,2025-12-20,2025-12-23,In Transit,"Austin, TX"
ORD102723,UPS,UP4014839556,2025-09-28,2025-10-06,Delivered,"Minneapolis, MN"
ORD102724,UPS,DH6521917317,2026-01-27,2026-01-31,Delivered,"Denver, CO"
ORD102726,USPS,FE8519224538,2026-06-16,2026-06-22,Delayed - carrier exception,"Nashville, TN"
ORD102728,USPS,DH5314189775,2025-12-28,2026-01-04,Returned to Sender,"Salt Lake City, UT"
ORD102729,UPS,US2960085742,2026-02-05,2026-02-07,Delivered,"Phoenix, AZ"
ORD102730,USPS,DH9618831173,2026-03-07,2026-03-09,Delivered,"Minneapolis, MN"
ORD102731,UPS,DH2418369082,2025-11-21,2025-11-24,Delivered,"Boston, MA"
ORD102732,USPS,US4615932494,2025-08-16,2025-08-18,Delivered,"Seattle, WA"
ORD102733,FedEx,US3879222960,2025-12-04,2025-12-13,In Transit,"Raleigh, NC"
ORD102734,UPS,US8132898308,2026-01-16,2026-01-21,Delivered,"Salt Lake City, UT"
ORD102735,UPS,DH2381661997,2026-06-06,2026-06-13,Delivered,"Seattle, WA"
ORD102736,FedEx,FE5636675251,2026-05-20,2026-05-25,Out for Delivery,"Minneapolis, MN"
ORD102737,FedEx,US8522001533,2025-11-30,2025-12-02,In Transit,"Phoenix, AZ"
ORD102738,USPS,US2170601723,2026-06-21,2026-06-27,Delivered,"Salt Lake City, UT"
ORD102740,USPS,FE8327609148,2026-02-25,2026-03-01,Delayed - carrier exception,"Phoenix, AZ"
ORD102741,DHL,FE8223117031,2025-09-30,2025-10-09,Delayed - carrier exception,"Nashville, TN"
ORD102742,USPS,US5163546422,2026-03-05,2026-03-10,Delivered,"Boston, MA"
ORD102743,USPS,FE6059903428,2025-08-31,2025-09-07,In Transit,"Boston, MA"
ORD102745,USPS,US4783052877,2026-06-16,2026-06-21,In Transit,"San Diego, CA"
ORD102746,FedEx,UP8453792024,2026-06-23,2026-06-29,In Transit,"Columbus, OH"
ORD102748,FedEx,UP7879218089,2026-07-08,2026-07-17,In Transit,"Salt Lake City, UT"
ORD102750,USPS,FE7887943478,2025-10-28,2025-11-02,Delivered,"Nashville, TN"
ORD102751,USPS,FE9653756324,2026-05-14,2026-05-20,Delivered,"Seattle, WA"
ORD102753,USPS,DH3465196171,2026-05-03,2026-05-05,Delivered,"Nashville, TN"
ORD102754,DHL,UP4264426874,2026-06-25,2026-06-28,Delivered,"Chicago, IL"
ORD102755,FedEx,DH1704927351,2026-01-19,2026-01-28,Delivered,"Austin, TX"
ORD102756,UPS,DH3469776005,2025-10-08,2025-10-15,Delivered,"Raleigh, NC"
ORD102757,UPS,FE7556873947,2025-12-04,2025-12-11,Delivered,"Austin, TX"
ORD102758,USPS,DH4619119628,2026-05-31,2026-06-04,Delivered,"Phoenix, AZ"
ORD102759,USPS,DH6945414650,2025-08-28,2025-09-06,Returned to Sender,"Nashville, TN"
ORD102760,USPS,UP2361821802,2026-01-01,2026-01-07,Delivered,"San Diego, CA"
ORD102761,FedEx,US5648075096,2026-04-20,2026-04-25,Delivered,"Salt Lake City, UT"
ORD102763,DHL,FE9584080614,2026-01-22,2026-01-26,Delivered,"San Diego, CA"
ORD102764,UPS,US4252450833,2025-10-24,2025-10-29,Returned to Sender,"Nashville, TN"
ORD102765,UPS,DH3898201241,2025-10-09,2025-10-18,Delivered,"Phoenix, AZ"
ORD102767,USPS,UP9458262482,2025-10-20,2025-10-29,Delivered,"Phoenix, AZ"
ORD102769,FedEx,DH6304921305,2026-01-26,2026-02-01,In Transit,"Seattle, WA"
ORD102770,UPS,US1839522247,2025-08-03,2025-08-10,Out for Delivery,"Phoenix, AZ"
ORD102771,USPS,UP4646982768,2026-03-22,2026-03-27,Delivered,"Seattle, WA"
ORD102772,DHL,UP6608288169,2026-07-15,2026-07-20,Delivered,"Austin, TX"
ORD102774,UPS,US7972821255,2026-05-03,2026-05-12,Delayed - carrier exception,"Minneapolis, MN"
ORD102775,DHL,DH2532612537,2026-03-13,2026-03-16,Delivered,"Denver, CO"
ORD102776,UPS,UP5712885759,2025-08-28,2025-08-31,Delivered,"Raleigh, NC"
ORD102777,USPS,UP3761236090,2026-03-30,2026-04-06,Delivered,"Portland, OR"
ORD102779,FedEx,FE5012495153,2025-09-08,2025-09-15,Delivered,"Nashville, TN"
ORD102780,DHL,US5005840373,2025-09-14,2025-09-16,Delivered,"Boston, MA"
ORD102781,DHL,UP4486418267,2025-10-19,2025-10-25,Returned to Sender,"Portland, OR"
ORD102782,UPS,DH9493325760,2025-12-31,2026-01-06,Delivered,"Seattle, WA"
ORD102783,FedEx,US8751327785,2026-02-13,2026-02-22,Delivered,"Columbus, OH"
ORD102784,USPS,DH3286645237,2025-10-25,2025-10-29,In Transit,"Phoenix, AZ"
ORD102785,UPS,FE5761087777,2026-04-04,2026-04-13,Out for Delivery,"Salt Lake City, UT"
ORD102787,DHL,FE3197843419,2025-12-22,2025-12-24,Delivered,"San Diego, CA"
ORD102788,DHL,US5866136982,2026-02-06,2026-02-15,In Transit,"Columbus, OH"
ORD102789,USPS,DH7562709235,2026-06-20,2026-06-28,In Transit,"Miami, FL"
ORD102791,FedEx,FE4878324337,2026-04-19,2026-04-25,In Transit,"Phoenix, AZ"
ORD102792,FedEx,FE4766718353,2025-10-20,2025-10-25,Delivered,"Portland, OR"
ORD102793,UPS,UP9768433290,2026-06-10,2026-06-12,Delayed - carrier exception,"Phoenix, AZ"
ORD102794,DHL,UP8114634187,2025-09-09,2025-09-12,Delivered,"Columbus, OH"
ORD102795,USPS,FE5687499030,2025-11-18,2025-11-23,Returned to Sender,"Seattle, WA"
ORD102796,FedEx,DH3998046220,2025-08-18,2025-08-27,Delivered,"Columbus, OH"
ORD102797,DHL,DH7316387912,2025-09-23,2025-09-25,Delivered,"Austin, TX"
ORD102798,FedEx,FE2623186271,2026-07-20,2026-07-28,Delivered,"Boston, MA"
ORD102799,UPS,UP1501304000,2026-01-20,2026-01-22,Delivered,"Salt Lake City, UT"
ORD102801,DHL,FE5212215237,2026-05-17,2026-05-25,Delivered,"Columbus, OH"
ORD102802,FedEx,DH8005616620,2025-09-09,2025-09-13,Delayed - carrier exception,"Phoenix, AZ"
ORD102804,FedEx,UP9228874733,2026-01-02,2026-01-06,Returned to Sender,"Salt Lake City, UT"
ORD102805,UPS,US4295746856,2026-06-22,2026-06-24,Returned to Sender,"Salt Lake City, UT"
