order_id,customer_id,order_date,items,order_total,payment_method,order_status
ORD102688,CUST00740,2025-09-22,PROD0165:1:38.86|PROD0128:2:112.67|PROD0215:2:59.37|PROD0174:5:22.41,494.99,Visa,Returned
ORD102689,CUST00900,2025-08-04,PROD0124:2:57.05,114.1,Visa,Delivered
ORD102690,CUST00991,2025-08-01,PROD0192:2:129.12,258.24,Mastercard,Processing
ORD102691,CUST00686,2026-04-26,PROD0155:5:146.86|PROD0001:4:121.73|PROD0199:2:192.45,1606.12,PayPal,Returned
ORD102692,CUST00532,2025-11-07,PROD0055:4:32.88,131.52,Store Credit,Cancelled
ORD102693,CUST00927,2026-01-06,PROD0286:3:11.4|PROD0198:4:74.76,333.24,Visa,Returned
ORD102694,CUST00669,2025-07-30,PROD0053:4:30.53,122.12,Apple Pay,Delivered
ORD102695,CUST00115,2026-03-12,PROD0030:5:27.16,135.8,Amex,Delivered
ORD102696,CUST00382,2025-08-27,PROD0170:3:12.14,36.42,Store Credit,Delivered
ORD102697,CUST00673,2026-01-04,PROD0184:5:76.1,380.5,Apple Pay,Out for Delivery
ORD102698,CUST00186,2026-02-15,PROD0295:2:56.15|PROD0076:3:22.51,179.83,Apple Pay,Processing
ORD102699,CUST00465,2026-04-05,PROD0101:4:170.06|PROD0216:2:7.93,696.1,Visa,Shipped
ORD102700,CUST00170,2026-01-23,PROD0138:5:18.75|PROD0190:5:68.53|PROD0025:5:16.49|PROD0218:3:151.18,972.39,Apple Pay,Shipped
ORD102701,CUST00007,2026-07-25,PROD0171:3:115.91,347.73,Amex,Out for Delivery
ORD102702,CUST00552,2026-05-15,PROD0135:1:13.02|PROD0082:3:33.12,112.38,Apple Pay,Delivered
ORD102703,CUST00079,2025-08-10,PROD0190:1:68.53|PROD0082:2:33.12|PROD0249:3:9.97|PROD0239:3:87.92,428.44,PayPal,Cancelled
ORD102704,CUST00334,2025-11-25,PROD0232:4:130.11,520.44,Store Credit,Shipped
ORD102705,CUST00202,2026-06-13,PROD0012:2:54.17|PROD0250:3:8.48|PROD0087:4:72.87,425.26,Apple Pay,Delivered
ORD102706,CUST00955,2025-10-09,PROD0074:3:30.72,92.16,Apple Pay,Delivered
ORD102707,CUST00192,2026-01-01,PROD0229:2:30.85,61.7,Visa,Shipped
ORD102708,CUST01130,2026-06-11,PROD0254:3:110.83,332.49,Amex,Delivered
ORD102709,CUST00045,2025-12-02,PROD0286:3:11.4|PROD0279:4:19.87,113.68,Store Credit,Delivered
ORD102710,CUST00356,2025-09-13,PROD0061:4:25.67,102.68,PayPal,Processing
ORD102711,CUST00686,2025-12-07,PROD0135:1:13.02|PROD0298:2:12.54,38.1,Apple Pay,Delivered
ORD102712,CUST00287,2026-06-15,PROD0105:4:114.17|PROD0146:1:25.49|PROD0120:5:80.47|PROD0022:2:55.37,995.26,Visa,Delayed
ORD102713,CUST00588,2025-10-22,PROD0035:5:186.35|PROD0271:1:9.6|PROD0193:1:29.24|PROD0237:1:10.39,980.98,Visa,Shipped
ORD102714,CUST00288,2026-07-08,PROD0231:2:10.76|PROD0163:3:76.48,250.96,Amex,Delivered
ORD102715,CUST00925,2026-07-20,PROD0201:2:12.0,24.0,Store Credit,Shipped
ORD102716,CUST01052,2025-12-11,PROD0074:4:30.72|PROD0030:3:27.16|PROD0116:5:9.23|PROD0037:1:94.05,344.56,Visa,Delivered
ORD102717,CUST00682,2026-06-10,PROD0175:2:37.15,74.3,Apple Pay,Shipped
ORD102718,CUST00378,2026-03-14,PROD0164:2:106.62,213.24,Amex,Returned
ORD102719,CUST00542,2026-05-20,PROD0121:3:31.31|PROD0286:5:11.4,150.93,Amex,Delivered
ORD102720,CUST01128,2026-01-04,PROD0073:1:197.85,197.85,Visa,Delivered
ORD102721,CUST00392,2025-09-20,PROD0232:3:130.11|PROD0234:5:120.92,994.93,Mastercard,Shipped
ORD102722,CUST01032,2025-12-17,PROD0027:2:8.85,17.7,Mastercard,Shipped
ORD102723,CUST00644,2025-09-26,PROD0110:4:36.36,145.44,Visa,Delivered
ORD102724,CUST00325,2026-01-24,PROD0199:4:192.45,769.8,Store Credit,Delivered
ORD102725,CUST00765,2025-11-13,PROD0187:5:21.11,105.55,Amex,Cancelled
ORD102726,CUST00921,2026-06-13,PROD0204:5:171.38|PROD0180:2:13.81|PROD0082:5:33.12|PROD0033:3:50.93,1202.91,Visa,Delayed
ORD102727,CUST00616,2025-11-13,PROD0219:4:122.77|PROD0101:5:170.06,1341.38,Mastercard,Cancelled
ORD102728,CUST00396,2025-12-26,PROD0182:4:235.58|PROD0279:3:19.87,1001.93,PayPal,Returned
ORD102729,CUST00126,2026-02-02,PROD0027:4:8.85|PROD0203:3:248.58|PROD0238:3:88.09|PROD0298:1:12.54,1057.95,Store Credit,Delivered
ORD102730,CUST01147,2026-03-04,PROD0256:5:7.79,38.95,Apple Pay,Delivered
ORD102731,CUST00799,2025-11-19,PROD0094:5:136.82,684.1,Apple Pay,Delivered
ORD102732,CUST00334,2025-08-13,PROD0081:3:27.98|PROD0093:2:119.59,323.12,Mastercard,Delivered
ORD102733,CUST00775,2025-12-01,PROD0050:3:15.03,45.09,Amex,Shipped
ORD102734,CUST00386,2026-01-14,PROD0287:5:49.41,247.05,Store Credit,Delivered
ORD102735,CUST00745,2026-06-03,PROD0035:5:186.35|PROD0222:3:52.54,1089.37,Amex,Delivered
ORD102736,CUST00107,2026-05-18,PROD0034:1:6.64|PROD0281:4:37.35,156.04,Store Credit,Out for Delivery
ORD102737,CUST00867,2025-11-29,PROD0014:5:232.45,1162.25,Apple Pay,Shipped
ORD102738,CUST00751,2026-06-20,PROD0232:1:130.11|PROD0138:3:18.75|PROD0032:5:22.58,299.26,Store Credit,Delivered
ORD102739,CUST00535,2025-12-30,PROD0261:3:78.93,236.79,Store Credit,Processing
ORD102740,CUST00745,2026-02-23,PROD0292:1:56.02,56.02,Store Credit,Delayed
ORD102741,CUST00170,2025-09-29,PROD0294:4:28.58|PROD0105:3:114.17,456.83,PayPal,Delayed
ORD102742,CUST00889,2026-03-03,PROD0058:3:90.72|PROD0109:1:29.51,301.67,Store Credit,Delivered
ORD102743,CUST00974,2025-08-30,PROD0299:2:56.12|PROD0068:4:30.3,233.44,Apple Pay,Shipped
ORD102744,CUST00901,2025-08-04,PROD0116:3:9.23,27.69,Apple Pay,Processing
ORD102745,CUST01074,2026-06-14,PROD0133:5:32.07|PROD0188:4:10.76,203.39,Amex,Shipped
ORD102746,CUST00286,2026-06-20,PROD0103:4:35.6|PROD0105:3:114.17,484.91,Store Credit,Shipped
ORD102747,CUST01083,2026-04-10,PROD0058:1:90.72|PROD0288:1:79.59|PROD0265:1:21.16,191.47,Mastercard,Processing
ORD102748,CUST00668,2026-07-07,PROD0107:2:106.43|PROD0104:2:24.87|PROD0049:3:79.17|PROD0137:1:26.99,527.1,PayPal,Shipped
ORD102749,CUST00957,2026-04-17,PROD0021:5:148.05,740.25,Mastercard,Processing
ORD102750,CUST00784,2025-10-26,PROD0260:2:135.73|PROD0073:1:197.85,469.31,Store Credit,Delivered
ORD102751,CUST00480,2026-05-13,PROD0131:5:11.48,57.4,Visa,Delivered
ORD102752,CUST00382,2026-04-17,PROD0069:3:29.63,88.89,PayPal,Processing
ORD102753,CUST00247,2026-05-02,PROD0115:4:182.29|PROD0049:4:79.17|PROD0123:3:38.34,1160.86,Visa,Delivered
ORD102754,CUST00734,2026-06-22,PROD0115:2:182.29,364.58,Amex,Delivered
ORD102755,CUST00745,2026-01-17,PROD0250:3:8.48|PROD0215:3:59.37|PROD0284:4:36.34,348.91,Visa,Delivered
ORD102756,CUST00896,2025-10-05,PROD0235:4:35.87,143.48,Apple Pay,Delivered
ORD102757,CUST00551,2025-12-02,PROD0171:1:115.91|PROD0023:2:18.55|PROD0052:3:62.04,339.13,Store Credit,Delivered
ORD102758,CUST00647,2026-05-29,PROD0140:5:235.93,1179.65,Store Credit,Delivered
ORD102759,CUST00070,2025-08-27,PROD0129:3:19.99,59.97,Apple Pay,Returned
ORD102760,CUST00965,2025-12-31,PROD0216:3:7.93,23.79,Store Credit,Delivered
ORD102761,CUST01048,2026-04-17,PROD0202:3:14.1,42.3,Visa,Delivered
ORD102762,CUST00602,2025-10-17,PROD0051:2:43.91,87.82,Apple Pay,Processing
ORD102763,CUST01160,2026-01-20,PROD0113:5:29.87,149.35,PayPal,Delivered
ORD102764,CUST00955,2025-10-21,PROD0085:3:87.79,263.37,Visa,Returned
ORD102765,CUST01149,2025-10-08,PROD0234:2:120.92,241.84,Amex,Delivered
ORD102766,CUST00484,2025-10-20,PROD0286:5:11.4,57.0,PayPal,Cancelled
ORD102767,CUST00035,2025-10-19,PROD0001:5:121.73,608.65,Store Credit,Delivered
ORD102768,CUST00326,2025-09-12,PROD0144:3:37.09,111.27,Apple Pay,Cancelled
ORD102769,CUST00381,2026-01-23,PROD0289:5:44.66|PROD0297:1:171.88,395.18,Visa,Shipped
ORD102770,CUST00350,2025-07-31,PROD0098:2:87.67,175.34,Store Credit,Out for Delivery
ORD102771,CUST00592,2026-03-19,PROD0228:1:11.51|PROD0066:3:117.07,362.72,Store Credit,Delivered
ORD102772,CUST00166,2026-07-13,PROD0236:1:37.87|PROD0116:4:9.23,74.79,Mastercard,Delivered
ORD102773,CUST00560,2026-05-19,PROD0249:2:9.97|PROD0061:1:25.67,45.61,Mastercard,Cancelled
ORD102774,CUST00190,2026-05-02,PROD0222:3:52.54|PROD0040:1:6.69|PROD0026:5:54.92|PROD0076:5:22.51,551.46,Apple Pay,Delayed
ORD102775,CUST01025,2026-03-12,PROD0299:1:56.12,56.12,Store Credit,Delivered
ORD102776,CUST00644,2025-08-27,PROD0274:3:126.5|PROD0025:3:16.49|PROD0027:1:8.85|PROD0191:2:66.03,569.88,PayPal,Delivered
ORD102777,CUST00818,2026-03-28,PROD0013:1:24.34,24.34,PayPal,Delivered
ORD102778,CUST00692,2026-03-17,PROD0047:5:58.31|PROD0280:1:218.73|PROD0138:4:18.75|PROD0188:2:10.76,606.8,Mastercard,Cancelled
ORD102779,CUST00463,2025-09-07,PROD0099:4:133.23,532.92,PayPal,Delivered
ORD102780,CUST00422,2025-09-12,PROD0195:2:16.36,32.72,Visa,Delivered
ORD102781,CUST00869,2025-10-16,PROD0167:4:13.38|PROD0145:3:16.58,103.26,Apple Pay,Returned
ORD102782,CUST00439,2025-12-29,PROD0028:2:89.71,179.42,Mastercard,Delivered
ORD102783,CUST01036,2026-02-11,PROD0065:4:99.72|PROD0086:4:41.13,563.4,PayPal,Delivered
ORD102784,CUST00687,2025-10-23,PROD0151:1:13.08|PROD0088:3:38.76,129.36,PayPal,Shipped
ORD102785,CUST00520,2026-04-02,PROD0204:1:171.38,171.38,Mastercard,Out for Delivery
ORD102786,CUST00909,2026-02-09,PROD0121:2:31.31|PROD0290:1:105.75|PROD0190:1:68.53,236.9,Apple Pay,Processing
ORD102787,CUST00652,2025-12-20,PROD0131:3:11.48|PROD0003:1:159.09|PROD0048:3:19.97,253.44,Apple Pay,Delivered
ORD102788,CUST00535,2026-02-04,PROD0258:3:29.27|PROD0115:3:182.29|PROD0219:3:122.77,1002.99,PayPal,Shipped
ORD102789,CUST00332,2026-06-18,PROD0030:2:27.16|PROD0156:4:41.63,220.84,PayPal,Shipped
ORD102790,CUST01130,2026-03-18,PROD0221:4:21.66,86.64,Amex,Cancelled
ORD102791,CUST00774,2026-04-17,PROD0272:1:27.45,27.45,PayPal,Shipped
ORD102792,CUST00692,2025-10-19,PROD0212:5:40.49|PROD0247:5:72.46|PROD0037:5:94.05,1035.0,Amex,Delivered
ORD102793,CUST00754,2026-06-08,PROD0098:1:87.67|PROD0163:5:76.48,470.07,Amex,Delayed
ORD102794,CUST00771,2025-09-07,PROD0011:1:22.2,22.2,PayPal,Delivered
ORD102795,CUST00773,2025-11-15,PROD0168:5:193.82,969.1,PayPal,Returned
ORD102796,CUST00402,2025-08-16,PROD0249:5:9.97|PROD0015:4:33.9,185.45,Amex,Delivered
ORD102797,CUST00921,2025-09-22,PROD0293:5:26.46|PROD0074:2:30.72|PROD0230:4:7.64|PROD0177:3:58.87,400.91,Visa,Delivered
ORD102798,CUST00386,2026-07-17,PROD0033:5:50.93,254.65,Amex,Delivered
ORD102799,CUST00336,2026-01-19,PROD0233:1:82.05|PROD0021:4:148.05,674.25,Visa,Delivered
ORD102800,CUST01147,2025-11-18,PROD0022:1:55.37|PROD0164:1:106.62|PROD0050:1:15.03,177.02,Store Credit,Processing
ORD102801,CUST00776,2026-05-15,PROD0138:5:18.75,93.75,PayPal,Delivered
ORD102802,CUST00213,2025-09-08,PROD0218:2:151.18,302.36,Store Credit,Delayed
ORD102803,CUST00407,2025-10-12,PROD0249:1:9.97,9.97,Mastercard,Cancelled
ORD102804,CUST00519,2025-12-31,PROD0200:3:39.66|PROD0162:1:142.57,261.55,Apple Pay,Returned
ORD102805,CUST00540,2026-06-20,PROD0170:4:12.14,48.56,Store Credit,Returned
ORD102806,CUST00069,2026-02-06,PROD0060:4:25.69,102.76,Amex,Shipped
ORD102807,CUST00826,2025-09-14,PROD0067:2:11.15|PROD0008:1:165.66,187.96,PayPal,Processing
ORD102808,CUST00935,2026-03-23,PROD0266:2:101.77,203.54,Apple Pay,Delivered
ORD102809,CUST01158,2026-02-12,PROD0230:4:7.64,30.56,PayPal,Delivered
ORD102810,CUST00086,2025-12-08,PROD0253:4:45.08|PROD0063:3:122.4,547.52,Store Credit,Delayed
ORD102811,CUST00705,2026-03-26,PROD0061:2:25.67,51.34,Apple Pay,Out for Delivery
ORD102812,CUST01158,2025-11-15,PROD0090:4:15.79|PROD0267:2:85.78,234.72,Mastercard,Delivered
ORD102813,CUST00213,2026-05-30,PROD0149:3:111.96|PROD0220:3:35.61,442.71,Apple Pay,Shipped
ORD102814,CUST00363,2026-05-14,PROD0104:5:24.87,124.35,Mastercard,Returned
ORD102815,CUST00751,2026-02-28,PROD0083:2:12.63,25.26,Store Credit,Processing
ORD102816,CUST00382,2026-02-27,PROD0248:5:78.55|PROD0189:2:116.79|PROD0156:1:41.63,667.96,Mastercard,Returned
ORD102817,CUST00160,2026-02-02,PROD0247:1:72.46|PROD0005:3:41.87,198.07,Visa,Cancelled
ORD102818,CUST00730,2026-04-26,PROD0195:2:16.36,32.72,Amex,Delivered
ORD102819,CUST00735,2025-08-31,PROD0230:3:7.64,22.92,PayPal,Delivered
ORD102820,CUST01141,2025-09-15,PROD0297:3:171.88,515.64,Visa,Delivered
ORD102821,CUST00030,2026-05-15,PROD0229:4:30.85,123.4,Store Credit,Shipped
ORD102822,CUST00855,2025-11-22,PROD0052:3:62.04|PROD0045:2:17.66,221.44,Visa,Delivered
ORD102823,CUST00022,2026-03-08,PROD0150:5:90.15|PROD0069:2:29.63,510.01,PayPal,Delivered
ORD102824,CUST01037,2025-08-31,PROD0154:2:191.73,383.46,Apple Pay,Out for Delivery
ORD102825,CUST00686,2026-05-24,PROD0173:2:42.3,84.6,Store Credit,Processing
ORD102826,CUST00045,2025-10-20,PROD0171:5:115.91|PROD0235:5:35.87,758.9,Store Credit,Returned
ORD102827,CUST00573,2025-10-15,PROD0005:1:41.87,41.87,Store Credit,Delivered
ORD102828,CUST00287,2026-06-27,PROD0178:4:137.06,548.24,Store Credit,Processing
ORD102829,CUST00267,2025-10-03,PROD0221:5:21.66|PROD0091:3:94.44|PROD0111:2:31.83|PROD0122:1:113.13,568.41,Apple Pay,Delivered
ORD102830,CUST00989,2026-07-02,PROD0190:4:68.53,274.12,PayPal,Out for Delivery
ORD102831,CUST00065,2026-04-06,PROD0063:1:122.4|PROD0114:1:67.83|PROD0049:4:79.17,506.91,PayPal,Delivered
ORD102832,CUST00860,2026-03-06,PROD0160:5:27.79|PROD0113:4:29.87,258.43,PayPal,Cancelled
ORD102833,CUST00267,2025-09-03,PROD0111:3:31.83,95.49,Apple Pay,Cancelled
ORD102834,CUST00647,2025-09-10,PROD0180:2:13.81|PROD0143:3:209.56|PROD0276:4:75.04,956.46,PayPal,Delivered
ORD102835,CUST00709,2025-07-30,PROD0073:4:197.85|PROD0282:5:114.39,1363.35,Apple Pay,Out for Delivery
ORD102836,CUST00030,2026-07-01,PROD0071:1:156.65,156.65,PayPal,Out for Delivery
ORD102837,CUST01028,2025-12-23,PROD0122:1:113.13|PROD0106:1:116.2|PROD0051:3:43.91,361.06,Apple Pay,Delivered
ORD102838,CUST00241,2026-02-16,PROD0006:4:6.78|PROD0126:2:82.81,192.74,Apple Pay,Delivered
ORD102839,CUST00128,2026-02-19,PROD0032:4:22.58,90.32,Mastercard,Processing
ORD102840,CUST01056,2026-03-11,PROD0149:5:111.96,559.8,Amex,Delivered
ORD102841,CUST00326,2026-01-18,PROD0231:3:10.76|PROD0251:1:9.74|PROD0241:3:95.92,329.78,Apple Pay,Cancelled
ORD102842,CUST00710,2025-09-19,PROD0050:4:15.03,60.12,Mastercard,Delivered
ORD102843,CUST00974,2026-01-26,PROD0259:4:27.72,110.88,Visa,Delivered
ORD102844,CUST00494,2026-02-12,PROD0183:5:73.54|PROD0010:3:98.26,662.48,PayPal,Processing
ORD102845,CUST01148,2026-03-02,PROD0210:3:78.45,235.35,Apple Pay,Delivered
ORD102846,CUST00711,2025-12-16,PROD0134:2:178.43,356.86,Store Credit,Shipped
ORD102847,CUST01131,2026-07-02,PROD0004:4:9.47|PROD0263:1:22.13,60.01,Mastercard,Delivered
ORD102848,CUST00181,2026-05-29,PROD0113:1:29.87|PROD0287:5:49.41,276.92,Store Credit,Shipped
ORD102849,CUST00936,2026-03-02,PROD0053:1:30.53|PROD0262:5:174.58,903.43,PayPal,Delivered
ORD102850,CUST00326,2025-09-12,PROD0266:5:101.77,508.85,Store Credit,Delivered
ORD102851,CUST00412,2025-09-07,PROD0236:3:37.87,113.61,Visa,Shipped
ORD102852,CUST00706,2026-01-21,PROD0252:3:79.63|PROD0217:1:240.36,479.25,Store Credit,Delivered
ORD102853,CUST00905,2026-03-20,PROD0049:3:79.17,237.51,Apple Pay,Delivered
ORD102854,CUST00170,2025-08-11,PROD0146:4:25.49,101.96,PayPal,Delivered
ORD102855,CUST00356,2026-03-06,PROD0156:5:41.63|PROD0130:2:30.13,268.41,PayPal,Delivered
ORD102856,CUST01164,2026-03-28,PROD0021:3:148.05,444.15,Visa,Delivered
ORD102857,CUST01165,2026-02-27,PROD0215:5:59.37,296.85,PayPal,Shipped
ORD102858,CUST00161,2025-11-23,PROD0085:3:87.79,263.37,Apple Pay,Processing
ORD102859,CUST00510,2025-12-11,PROD0045:3:17.66|PROD0014:4:232.45|PROD0218:2:151.18,1285.14,Apple Pay,Shipped
ORD102860,CUST00682,2026-03-12,PROD0250:3:8.48|PROD0233:1:82.05|PROD0132:1:14.3,121.79,Apple Pay,Cancelled
ORD102861,CUST01078,2026-05-25,PROD0063:1:122.4,122.4,Apple Pay,Shipped
ORD102862,CUST01047,2025-10-31,PROD0059:4:125.94,503.76,Apple Pay,Delivered
ORD102863,CUST01183,2026-03-10,PROD0050:3:15.03|PROD0257:4:46.24,230.05,Store Credit,Shipped
ORD102864,CUST01039,2026-01-28,PROD0298:4:12.54,50.16,Amex,Delivered
ORD102865,CUST00111,2026-02-07,PROD0091:5:94.44|PROD0116:3:9.23,499.89,Store Credit,Delivered
ORD102866,CUST01165,2026-06-05,PROD0155:1:146.86|PROD0075:1:42.82,189.68,PayPal,Delivered
ORD102867,CUST00536,2025-09-16,PROD0087:1:72.87,72.87,PayPal,Processing
ORD102868,CUST00341,2025-11-21,PROD0092:5:55.86,279.3,Amex,Delivered
ORD102869,CUST00715,2026-07-13,PROD0245:3:74.39|PROD0028:3:89.71,492.3,PayPal,Delivered
ORD102870,CUST00682,2025-10-15,PROD0101:3:170.06,510.18,Amex,Delivered
ORD102871,CUST01180,2026-06-23,PROD0186:1:24.16|PROD0126:2:82.81,189.78,Visa,Cancelled
ORD102872,CUST00661,2026-01-15,PROD0022:1:55.37|PROD0160:1:27.79,83.16,Amex,Cancelled
ORD102873,CUST00592,2026-03-17,PROD0208:3:29.11,87.33,Mastercard,Delivered
ORD102874,CUST01005,2026-06-15,PROD0263:5:22.13,110.65,PayPal,Cancelled
ORD102875,CUST01070,2026-04-01,PROD0241:2:95.92|PROD0151:5:13.08,257.24,Visa,Delivered
ORD102876,CUST00178,2026-04-01,PROD0011:5:22.2|PROD0252:4:79.63,429.52,Mastercard,Delivered
ORD102877,CUST00860,2026-07-22,PROD0164:5:106.62|PROD0048:4:19.97,612.98,PayPal,Delivered
ORD102878,CUST01032,2026-04-28,PROD0222:2:52.54|PROD0260:2:135.73|PROD0224:4:131.68,903.26,Apple Pay,Shipped
ORD102879,CUST00572,2025-11-06,PROD0045:4:17.66|PROD0253:1:45.08|PROD0195:4:16.36,181.16,Visa,Shipped
ORD102880,CUST00627,2026-01-18,PROD0259:3:27.72,83.16,Visa,Returned
ORD102881,CUST00698,2026-05-14,PROD0045:5:17.66,88.3,Apple Pay,Delivered
ORD102882,CUST01158,2025-10-10,PROD0284:4:36.34,145.36,Visa,Shipped
ORD102883,CUST00529,2026-07-20,PROD0167:5:13.38|PROD0110:2:36.36|PROD0003:3:159.09,616.89,PayPal,Processing
ORD102884,CUST00901,2026-04-14,PROD0067:2:11.15,22.3,PayPal,Delivered
ORD102885,CUST00763,2025-11-29,PROD0192:5:129.12|PROD0002:3:96.62,935.46,Amex,Delayed
ORD102886,CUST00749,2026-07-01,PROD0225:4:129.56,518.24,Store Credit,Delivered
ORD102887,CUST00651,2026-04-26,PROD0220:1:35.61|PROD0140:4:235.93,979.33,Mastercard,Out for Delivery
ORD102888,CUST00740,2025-11-07,PROD0220:5:35.61,178.05,Store Credit,Shipped
ORD102889,CUST00431,2026-05-11,PROD0223:4:26.93|PROD0276:3:75.04|PROD0053:2:30.53,393.9,Mastercard,Processing
ORD102890,CUST01164,2026-06-20,PROD0121:5:31.31|PROD0246:4:61.05,400.75,Apple Pay,Delivered
ORD102891,CUST00286,2025-11-13,PROD0091:4:94.44|PROD0180:4:13.81|PROD0030:2:27.16|PROD0278:2:43.45,574.22,Apple Pay,Delivered
ORD102892,CUST00287,2026-03-14,PROD0276:2:75.04|PROD0212:5:40.49|PROD0227:4:148.49,946.49,Visa,Delivered
ORD102893,CUST00864,2026-05-19,PROD0117:3:34.38|PROD0112:2:112.59|PROD0017:4:145.85,911.72,Apple Pay,Delivered
ORD102894,CUST00495,2025-10-15,PROD0285:4:33.77,135.08,PayPal,Delivered
ORD102895,CUST00167,2025-11-15,PROD0155:1:146.86,146.86,Amex,Delivered
ORD102896,CUST00909,2026-03-30,PROD0204:3:171.38|PROD0268:1:34.77,548.91,Mastercard,Delivered
ORD102897,CUST00628,2026-05-27,PROD0220:2:35.61|PROD0223:3:26.93|PROD0292:3:56.02,320.07,Amex,Out for Delivery
ORD102898,CUST00999,2026-02-06,PROD0147:3:129.73,389.19,PayPal,Delivered
ORD102899,CUST00438,2025-10-10,PROD0158:1:22.41|PROD0194:3:48.76,168.69,Mastercard,Returned
ORD102900,CUST00123,2026-03-30,PROD0241:2:95.92|PROD0224:5:131.68|PROD0289:1:44.66,894.9,Visa,Cancelled
ORD102901,CUST00560,2026-05-09,PROD0006:1:6.78,6.78,Store Credit,Returned
ORD102902,CUST00532,2026-06-11,PROD0179:5:22.52|PROD0188:3:10.76,144.88,Mastercard,Cancelled
ORD102903,CUST00322,2025-10-11,PROD0132:4:14.3|PROD0164:3:106.62|PROD0183:2:73.54,524.14,Mastercard,Delivered
ORD102904,CUST00384,2026-05-18,PROD0044:4:79.04|PROD0229:5:30.85,470.41,Mastercard,Shipped
ORD102905,CUST00909,2026-07-02,PROD0223:1:26.93|PROD0190:1:68.53,95.46,Mastercard,Delayed
ORD102906,CUST00734,2026-04-13,PROD0033:2:50.93|PROD0233:1:82.05,183.91,Store Credit,Out for Delivery
ORD102907,CUST00092,2026-04-21,PROD0298:4:12.54|PROD0290:2:105.75,261.66,Mastercard,Shipped
ORD102908,CUST00644,2025-08-23,PROD0027:5:8.85,44.25,Apple Pay,Returned
ORD102909,CUST00532,2026-05-08,PROD0140:3:235.93,707.79,Store Credit,Returned
ORD102910,CUST01024,2026-06-23,PROD0027:5:8.85|PROD0191:4:66.03|PROD0130:3:30.13,398.76,Visa,Shipped
ORD102911,CUST00804,2025-08-02,PROD0159:4:20.43|PROD0140:1:235.93,317.65,Visa,Delivered
ORD102912,CUST00989,2026-02-07,PROD0029:3:81.59,244.77,Amex,Delivered
ORD102913,CUST00700,2026-05-01,PROD0109:2:29.51|PROD0244:5:28.97|PROD0294:1:28.58,232.45,Amex,Cancelled
ORD102914,CUST00756,2026-03-23,PROD0291:5:12.15,60.75,Mastercard,Delivered
ORD102915,CUST00839,2026-03-03,PROD0140:3:235.93|PROD0255:2:175.96|PROD0037:3:94.05,1341.86,Mastercard,Out for Delivery
ORD102916,CUST00070,2026-07-09,PROD0249:4:9.97,39.88,Apple Pay,Delivered
ORD102917,CUST01101,2025-12-01,PROD0135:3:13.02,39.06,Mastercard,Returned
ORD102918,CUST00519,2026-06-19,PROD0187:4:21.11,84.44,Store Credit,Delivered
ORD102919,CUST00200,2026-05-10,PROD0180:5:13.81|PROD0111:1:31.83,100.88,Amex,Delivered
ORD102920,CUST00110,2026-06-20,PROD0247:4:72.46,289.84,Apple Pay,Shipped
ORD102921,CUST00439,2026-05-31,PROD0175:1:37.15|PROD0130:4:30.13,157.67,Visa,Delivered
ORD102922,CUST00200,2025-12-25,PROD0161:4:19.26|PROD0171:2:115.91|PROD0121:4:31.31,434.1,PayPal,Returned
ORD102923,CUST00735,2025-10-05,PROD0288:1:79.59,79.59,Mastercard,Delayed
ORD102924,CUST00347,2025-10-20,PROD0120:4:80.47,321.88,Amex,Delivered
ORD102925,CUST01087,2026-06-17,PROD0101:3:170.06,510.18,Visa,Delivered
ORD102926,CUST00839,2026-05-21,PROD0229:2:30.85|PROD0088:2:38.76,139.22,Apple Pay,Processing
ORD102927,CUST00070,2026-02-09,PROD0209:5:12.86,64.3,Mastercard,Delivered
ORD102928,CUST00763,2026-01-06,PROD0254:1:110.83|PROD0156:5:41.63,318.98,PayPal,Delivered
ORD102929,CUST00745,2026-03-01,PROD0250:3:8.48,25.44,PayPal,Delivered
ORD102930,CUST00270,2025-10-01,PROD0020:5:33.7,168.5,Amex,Delivered
ORD102931,CUST01053,2026-03-08,PROD0281:3:37.35,112.05,PayPal,Delivered
ORD102932,CUST00636,2025-12-02,PROD0179:2:22.52,45.04,Amex,Delivered
ORD102933,CUST00719,2026-03-29,PROD0244:4:28.97,115.88,Store Credit,Cancelled
ORD102934,CUST00237,2026-06-11,PROD0137:1:26.99,26.99,Store Credit,Shipped
ORD102935,CUST01102,2025-12-30,PROD0053:3:30.53|PROD0160:1:27.79|PROD0299:3:56.12,287.74,Apple Pay,Shipped
ORD102936,CUST01025,2026-03-26,PROD0202:4:14.1,56.4,Store Credit,Processing
ORD102937,CUST00816,2025-11-30,PROD0266:5:101.77|PROD0036:3:51.6|PROD0196:5:161.82,1472.75,PayPal,Delivered
ORD102938,CUST00245,2025-07-31,PROD0004:4:9.47,37.88,Amex,Out for Delivery
ORD102939,CUST00670,2025-10-28,PROD0194:2:48.76,97.52,Mastercard,Processing
ORD102940,CUST00936,2025-10-31,PROD0255:2:175.96,351.92,Store Credit,Delayed
ORD102941,CUST00090,2026-03-24,PROD0108:3:128.9,386.7,Mastercard,Delayed
ORD102942,CUST01102,2026-01-23,PROD0223:4:26.93|PROD0152:1:34.78|PROD0075:4:42.82,313.78,Apple Pay,Delayed
ORD102943,CUST00184,2025-12-09,PROD0125:4:19.13|PROD0059:3:125.94,454.34,Visa,Delivered
